Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
673,tt0841046,2018-01-22,2018-01-22,,Walk Hard: The Dewey Cox Story,https://www.imdb.com/title/tt0841046/,movie,6.8,96,2007,"Comedy, Music",68624,2007-12-21,Jake Kasdan,7,2020-05-03
674,tt0458364,2018-01-22,2018-01-22,,Fast Track,https://www.imdb.com/title/tt0458364/,movie,5.5,99,2006,"Comedy, Romance",16926,2006-12-15,Jesse Peretz,6,2019-08-01
675,tt0383010,2018-01-23,2018-01-23,,The Three Stooges,https://www.imdb.com/title/tt0383010/,movie,5.1,92,2012,"Comedy, Family",30375,2012-04-13,"Peter Farrelly, Bobby Farrelly",7,2019-10-27
676,tt2377752,2018-01-23,2018-01-23,,The Truth About Lies,https://www.imdb.com/title/tt2377752/,movie,5.3,94,2018,"Comedy, Romance",469,2018-01-27,Phil Allocco,6,2019-11-13
677,tt1608290,2018-01-24,2018-01-24,,Zoolander 2,https://www.imdb.com/title/tt1608290/,movie,4.7,101,2016,"Action, Adventure, Comedy, Mystery, Romance",65976,2016-02-01,Ben Stiller,5,2019-09-07
678,tt1702425,2018-01-24,2018-01-24,,Casa de mi Padre,https://www.imdb.com/title/tt1702425/,movie,5.5,85,2012,"Comedy, Western",20424,2012-03-13,Matt Piedmont,5,2019-04-06
679,tt1855401,2018-01-24,2018-01-24,,Tim and Eric's Billion Dollar Movie,https://www.imdb.com/title/tt1855401/,movie,5.4,93,2012,Comedy,9608,2012-01-20,"Tim Heidecker, Eric Wareheim",1,2019-10-27
680,tt1531663,2018-01-24,2018-01-24,,Everything Must Go,https://www.imdb.com/title/tt1531663/,movie,6.4,97,2010,Drama,48648,2010-09-10,Dan Rush,8,2020-02-24
681,tt0839980,2018-01-24,2018-01-24,,Semi-Pro,https://www.imdb.com/title/tt0839980/,movie,5.8,91,2008,"Comedy, Sport",79411,2008-02-19,Kent Alterman,8,2019-11-16
682,tt0445934,2018-01-24,2018-01-24,,Blades of Glory,https://www.imdb.com/title/tt0445934/,movie,6.3,93,2007,"Comedy, Sport",160470,2007-03-30,"Will Speck, Josh Gordon",6,2019-05-04
683,tt0420223,2018-01-24,2018-01-24,,Stranger Than Fiction,https://www.imdb.com/title/tt0420223/,movie,7.5,113,2006,"Comedy, Drama, Fantasy, Romance",221676,2006-09-09,Marc Forster,8,2019-11-26
684,tt0380817,2018-01-24,2018-01-24,,Winter Passing,https://www.imdb.com/title/tt0380817/,movie,6.3,98,2005,"Comedy, Drama",8212,2005-09-10,Adam Rapp,6,2020-04-26
685,tt0374536,2018-01-24,2018-01-24,,Bewitched,https://www.imdb.com/title/tt0374536/,movie,4.8,102,2005,"Comedy, Fantasy, Romance",70069,2005-06-24,Nora Ephron,7,2019-09-15
686,tt0219919,2018-01-24,2018-01-24,,Men Seeking Women,https://www.imdb.com/title/tt0219919/,movie,4.0,92,1997,Comedy,691,1997-03-08,Jim Milio,3,2020-05-20
687,tt0449059,2018-01-24,2018-01-24,,Little Miss Sunshine,https://www.imdb.com/title/tt0449059/,movie,7.8,101,2006,"Comedy, Drama",448126,2006-01-20,"Jonathan Dayton, Valerie Faris",8,2019-09-08
688,tt4513674,2018-01-24,2018-01-24,,Café Society,https://www.imdb.com/title/tt4513674/,movie,6.6,96,2016,"Comedy, Drama, Romance",72868,2016-05-11,Woody Allen,7,2019-09-30
689,tt0480242,2018-01-24,2018-01-24,,Dan in Real Life,https://www.imdb.com/title/tt0480242/,movie,6.7,98,2007,"Comedy, Drama, Romance",98555,2007-10-26,Peter Hedges,6,2019-10-17
690,tt5893332,2018-01-24,2018-01-24,,Sandy Wexler,https://www.imdb.com/title/tt5893332/,movie,5.2,130,2017,Comedy,15371,2017-04-14,Steven Brill,6,2019-11-16
691,tt4769836,2018-01-24,2018-01-24,,The Do-Over,https://www.imdb.com/title/tt4769836/,movie,5.7,108,2016,"Action, Adventure, Comedy, Mystery",42094,2016-05-27,Steven Brill,7,2020-05-23
692,tt3179568,2018-01-24,2018-01-24,,"Men, Women & Children",https://www.imdb.com/title/tt3179568/,movie,6.7,119,2014,"Comedy, Drama",31134,2014-09-06,Jason Reitman,7,2019-12-02
693,tt1086772,2018-01-24,2018-01-24,,Blended,https://www.imdb.com/title/tt1086772/,movie,6.5,117,2014,"Comedy, Romance",122912,2014-05-19,Frank Coraci,8,2019-04-22
694,tt0272338,2018-01-24,2018-01-24,,Punch-Drunk Love,https://www.imdb.com/title/tt0272338/,movie,7.3,95,2002,"Comedy, Drama, Romance, Thriller",150941,2002-05-19,Paul Thomas Anderson,4,2019-04-03
695,tt0120654,2018-01-24,2018-01-24,,Dirty Work,https://www.imdb.com/title/tt0120654/,movie,6.4,82,1998,Comedy,24059,1998-06-12,Bob Saget,7,2019-09-28
696,tt0116483,2018-01-24,2018-01-24,,Happy Gilmore,https://www.imdb.com/title/tt0116483/,movie,7.0,92,1996,"Comedy, Sport",203609,1996-02-07,Dennis Dugan,8,2020-03-01
697,tt0112508,2018-01-24,2018-01-24,,Billy Madison,https://www.imdb.com/title/tt0112508/,movie,6.4,89,1995,Comedy,134146,1995-02-10,Tamra Davis,8,2019-09-08
698,tt0110538,2018-01-24,2018-01-24,,Mixed Nuts,https://www.imdb.com/title/tt0110538/,movie,5.4,97,1994,"Comedy, Drama",10830,1994-12-21,Nora Ephron,4,2019-12-02
699,tt4572514,2018-01-25,2018-01-25,,Patriots Day,https://www.imdb.com/title/tt4572514/,movie,7.4,133,2016,"Action, Crime, Drama, History, Thriller",95237,2016-11-17,Peter Berg,8,2020-04-07
700,tt3255590,2018-01-25,2018-01-25,,El Camino Christmas,https://www.imdb.com/title/tt3255590/,movie,5.7,89,2017,"Comedy, Crime, Western",7626,2017-12-08,David E. Talbert,6,2020-01-19
701,tt5607096,2018-01-25,2018-01-25,,"Juliet, Naked",https://www.imdb.com/title/tt5607096/,movie,6.6,97,2018,"Comedy, Drama, Music, Romance",20703,2018-01-19,Jesse Peretz,8,2019-12-12
702,tt3104988,2018-01-25,2018-01-25,,Crazy Rich Asians,https://www.imdb.com/title/tt3104988/,movie,6.9,120,2018,"Comedy, Drama, Romance",149852,2018-08-07,Jon M. Chu,6,2019-09-28
703,tt6284564,2018-01-25,2018-01-25,,Hot Dog,https://www.imdb.com/title/tt6284564/,movie,3.8,100,2018,"Action, Comedy",1547,2018-01-18,Torsten Künstler,8,2020-05-24
704,tt6175820,2018-01-25,2018-01-25,,Dieses bescheuerte Herz,https://www.imdb.com/title/tt6175820/,movie,7.0,104,2017,"Comedy, Drama",2787,2017-12-21,Marc Rothemund,8,2020-05-21
705,tt6818140,2018-01-25,2018-01-25,,"Hilfe, ich hab meine Eltern geschrumpft",https://www.imdb.com/title/tt6818140/,movie,4.9,93,2018,"Action, Adventure, Comedy, Family",230,2018-01-18,Tim Trageser,4,2020-05-22
706,tt2406566,2018-01-28,2018-01-28,,Atomic Blonde,https://www.imdb.com/title/tt2406566/,movie,6.7,115,2017,"Action, Thriller",180886,2017-03-12,David Leitch,7,2019-05-04
707,tt4505432,2018-01-28,2018-01-28,,Unsere Zeit ist jetzt,https://www.imdb.com/title/tt4505432/,movie,5.3,118,2016,"Comedy, Drama, Romance",497,2016-10-01,Martin Schreier,6,2020-05-21
708,tt4651460,2018-01-28,2018-01-28,,Tatort: Tschiller: Off Duty,https://www.imdb.com/title/tt4651460/,tvEpisode,4.2,140,2018,"Crime, Drama, Mystery, Thriller",1626,2016-02-04,Christian Alvart,6,2020-05-22
709,tt2281587,2018-01-28,2018-01-28,,Muppets Most Wanted,https://www.imdb.com/title/tt2281587/,movie,6.4,107,2014,"Adventure, Comedy, Crime, Family, Musical, Mystery",32409,2014-03-11,James Bobin,4,2019-12-01
710,tt0995845,2018-01-28,2018-01-28,,The Courier,https://www.imdb.com/title/tt0995845/,movie,4.5,95,2012,"Action, Crime, Drama, Mystery, Thriller",4616,2012-03-29,Hany Abu-Assad,5,2019-11-11
711,tt1729211,2018-01-28,2018-01-28,,Männerherzen... und die ganz ganz große Liebe,https://www.imdb.com/title/tt1729211/,movie,6.2,112,2011,"Comedy, Romance",2618,2011-09-07,Simon Verhoeven,8,2020-05-23
712,tt1509767,2018-01-28,2018-01-28,,The Three Musketeers,https://www.imdb.com/title/tt1509767/,movie,5.7,110,2011,"Action, Adventure, Fantasy, History, Romance, Thriller",104772,2011-09-01,Paul W.S. Anderson,6,2019-10-27
713,tt1123970,2018-01-28,2018-01-28,,Phantomschmerz,https://www.imdb.com/title/tt1123970/,movie,6.3,97,2009,Drama,854,2009-04-30,Matthias Emcke,5,2020-05-21
714,tt1187047,2018-01-28,2018-01-28,,1 1/2 Ritter - Auf der Suche nach der hinreißenden Herzelinde,https://www.imdb.com/title/tt1187047/,movie,3.6,115,2008,Comedy,2322,2008-12-18,"Torsten Künstler, Til Schweiger, Christof Wahl",5,2020-05-20
715,tt1901024,2018-01-29,2018-01-29,,True Crimes,https://www.imdb.com/title/tt1901024/,movie,4.7,92,2016,"Crime, Drama, Thriller",13895,2016-10-12,Alexandros Avranas,7,2019-10-30
716,tt0092925,2018-02-01,2018-02-01,,Dragnet,https://www.imdb.com/title/tt0092925/,movie,6.0,106,1987,"Comedy, Crime",32468,1987-06-23,Tom Mankiewicz,5,2019-09-29
717,tt0105435,2018-02-01,2018-02-01,,Sneakers,https://www.imdb.com/title/tt0105435/,movie,7.1,126,1992,"Comedy, Crime, Drama, Mystery, Thriller",53915,1992-09-09,Phil Alden Robinson,8,2019-11-23
718,tt2103254,2018-02-01,2018-02-01,,Tammy,https://www.imdb.com/title/tt2103254/,movie,4.9,97,2014,"Comedy, Romance",49296,2014-06-30,Ben Falcone,5,2019-10-22
719,tt0115851,2018-02-01,2018-02-01,,Celtic Pride,https://www.imdb.com/title/tt0115851/,movie,5.3,91,1996,"Comedy, Sport",9628,1996-04-19,Tom DeCerchio,8,2019-09-30
720,tt0117119,2018-02-01,2018-02-01,,My Fellow Americans,https://www.imdb.com/title/tt0117119/,movie,6.5,101,1996,"Adventure, Comedy",14317,1996-12-20,Peter Segal,7,2019-11-27
721,tt5699154,2018-02-05,2018-02-05,,Le sens de la fête,https://www.imdb.com/title/tt5699154/,movie,6.9,117,2017,"Comedy, Drama, Romance",9862,2017-07-05,"Olivier Nakache, Éric Toledano",8,2019-05-19
722,tt5778938,2018-02-05,2018-02-05,,Freddy/Eddy,https://www.imdb.com/title/tt5778938/,movie,6.4,94,2016,Thriller,457,2016-10-26,Tini Tüllmann,7,2020-05-26
723,tt4465368,2018-02-05,2018-02-05,,Grandfathered,https://www.imdb.com/title/tt4465368/,tvSeries,6.9,22,2015,Comedy,6114,2015-09-29,,6,2020-06-04
724,tt3549436,2018-02-07,2018-02-07,,Weird Loners,https://www.imdb.com/title/tt3549436/,tvMiniSeries,6.5,22,2015,Comedy,1766,2015-03-31,,7,2020-05-25
725,tt0097659,2018-02-11,2018-02-11,,Kickboxer,https://www.imdb.com/title/tt0097659/,movie,6.5,97,1989,"Action, Sport, Thriller",51758,1989-04-20,"David Worth, Mark DiSalle",7,2019-10-19
726,tt0101764,2018-02-11,2018-02-11,,Double Impact,https://www.imdb.com/title/tt0101764/,movie,5.6,110,1991,"Action, Crime",38699,1991-07-31,Sheldon Lettich,7,2019-09-01
727,tt0107076,2018-02-11,2018-02-11,,Hard Target,https://www.imdb.com/title/tt0107076/,movie,6.2,97,1993,"Action, Adventure, Drama, Thriller",46170,1993-08-20,John Woo,6,2020-01-10
728,tt0111438,2018-02-11,2018-02-11,,Timecop,https://www.imdb.com/title/tt0111438/,movie,5.9,99,1994,"Action, Crime, Sci-Fi, Thriller",56736,1994-09-16,Peter Hyams,8,2019-05-05
729,tt0117420,2018-02-11,2018-02-11,,The Quest,https://www.imdb.com/title/tt0117420/,movie,5.6,95,1996,"Action, Adventure, Drama, Thriller",24727,1996-04-19,Jean-Claude Van Damme,6,2019-11-07
730,tt0119013,2018-02-11,2018-02-11,,Double Team,https://www.imdb.com/title/tt0119013/,movie,4.8,93,1997,"Action, Comedy, Sci-Fi, Thriller",32170,1997-01-31,Hark Tsui,5,2019-09-12
731,tt0120724,2018-02-11,2018-02-11,,Knock Off,https://www.imdb.com/title/tt0120724/,movie,4.9,91,1998,"Action, Crime, Thriller",14186,1998-05-27,Hark Tsui,5,2019-10-19
732,tt1130988,2018-02-11,2018-02-11,,JCVD,https://www.imdb.com/title/tt1130988/,movie,7.1,97,2008,"Action, Comedy, Crime, Drama",37837,2008-06-04,Mabrouk El Mechri,8,2019-12-08
733,tt4818250,2018-02-11,2018-02-11,,Jian bing xia,https://www.imdb.com/title/tt4818250/,movie,5.6,113,2015,Comedy,1079,2015-07-17,Chengpeng Dong,5,2019-08-05
734,tt3082898,2018-02-11,2018-02-11,,Kickboxer: Vengeance,https://www.imdb.com/title/tt3082898/,movie,4.9,90,2016,"Action, Crime, Drama, Sport",10749,2016-07-14,John Stockwell,4,2019-11-01
735,tt5622412,2018-02-11,2018-02-11,,Black Water,https://www.imdb.com/title/tt5622412/,movie,4.7,104,2018,"Action, Drama, Thriller",4561,2018-04-05,Pasha Patriki,5,2019-09-20
736,tt4555426,2018-02-13,2018-02-13,,Darkest Hour,https://www.imdb.com/title/tt4555426/,movie,7.4,125,2017,"Biography, Drama, History, War",177961,2017-09-01,Joe Wright,8,2019-09-20
737,tt6294822,2018-02-13,2018-02-13,,The Post,https://www.imdb.com/title/tt6294822/,movie,7.2,116,2017,Drama,140457,2017-12-14,Steven Spielberg,8,2019-10-31
738,tt2548396,2018-02-13,2018-02-13,,The Cloverfield Paradox,https://www.imdb.com/title/tt2548396/,movie,5.5,102,2018,"Action, Horror, Sci-Fi, Thriller",97835,2018-02-04,Julius Onah,8,2019-11-02
739,tt5649144,2018-02-17,2018-02-17,,The Florida Project,https://www.imdb.com/title/tt5649144/,movie,7.6,111,2017,Drama,99658,2017-05-22,Sean Baker,7,2019-05-12
740,tt6151162,2018-02-18,2018-02-18,,Ride Along 3,https://www.imdb.com/title/tt6151162/,movie,,,,"Action, Comedy",,,Tim Story,,
741,tt3721964,2018-02-20,2018-02-20,,Gringo,https://www.imdb.com/title/tt3721964/,movie,6.1,111,2018,"Action, Comedy, Crime, Drama",27758,2018-03-08,Nash Edgerton,7,2020-02-21
742,tt5742374,2018-02-20,2018-02-20,,You Were Never Really Here,https://www.imdb.com/title/tt5742374/,movie,6.8,89,2017,"Crime, Drama",108646,2017-05-27,Lynne Ramsay,7,2019-09-21
743,tt4995790,2018-02-20,2018-02-20,,The Square,https://www.imdb.com/title/tt4995790/,movie,7.2,151,2017,"Comedy, Drama",57952,2017-05-20,Ruben Östlund,7,2019-11-09
744,tt4928814,2018-02-20,2018-02-20,,"You, Me and Him",https://www.imdb.com/title/tt4928814/,movie,6.0,98,2017,Comedy,1317,2017-12-15,Daisy Aitkens,6,2019-12-09
745,tt5619332,2018-02-20,2018-02-20,,Life of the Party,https://www.imdb.com/title/tt5619332/,movie,5.6,105,2018,Comedy,34852,2018-05-10,Ben Falcone,6,2019-12-08
746,tt5463162,2018-02-20,2018-02-20,,Deadpool 2,https://www.imdb.com/title/tt5463162/,movie,7.7,119,2018,"Action, Adventure, Comedy, Sci-Fi",501351,2018-05-01,David Leitch,8,2019-09-29
747,tt3778644,2018-02-20,2018-02-20,,Solo: A Star Wars Story,https://www.imdb.com/title/tt3778644/,movie,6.9,135,2018,"Action, Adventure, Sci-Fi",303878,2018-05-10,Ron Howard,8,2019-09-15
748,tt0859635,2018-02-20,2018-02-20,,Super Troopers 2,https://www.imdb.com/title/tt0859635/,movie,6.0,100,2018,"Comedy, Crime, Mystery",24602,2018-04-19,Jay Chandrasekhar,6,2019-11-23
749,tt5164214,2018-02-20,2018-02-20,,Ocean's Eight,https://www.imdb.com/title/tt5164214/,movie,6.9,110,2018,"Action, Comedy, Crime, Thriller",195153,2018-06-05,Gary Ross,7,2020-03-15
750,tt7334528,2018-02-20,2018-02-20,,Uncle Drew,https://www.imdb.com/title/tt7334528/,movie,5.8,103,2018,"Comedy, Sport",12577,2018-06-27,Charles Stone III,6,2020-04-26
751,tt6541512,2018-02-24,2018-02-24,,The Commodore Story,https://www.imdb.com/title/tt6541512/,movie,6.1,120,2018,Documentary,371,2018-02-23,Steven Fletcher,6,2019-11-01
752,tt2873282,2018-02-28,2018-02-28,,Red Sparrow,https://www.imdb.com/title/tt2873282/,movie,6.6,140,2018,"Action, Drama, Thriller",171852,2018-02-19,Francis Lawrence,8,2020-04-06
753,tt1272886,2018-03-01,2018-03-01,,Small Apartments,https://www.imdb.com/title/tt1272886/,movie,6.1,96,2012,"Comedy, Crime, Drama",7359,2012-03-10,Jonas Åkerlund,6,2019-11-23
754,tt0289848,2018-03-01,2018-03-01,,Analyze That,https://www.imdb.com/title/tt0289848/,movie,5.9,96,2002,"Comedy, Crime",83096,2002-12-06,Harold Ramis,7,2018-11-04
755,tt0122933,2018-03-01,2018-03-01,,Analyze This,https://www.imdb.com/title/tt0122933/,movie,6.7,103,1999,"Comedy, Crime",147730,1999-03-05,Harold Ramis,8,2018-10-28
756,tt0119109,2018-03-01,2018-03-01,,Fathers' Day,https://www.imdb.com/title/tt0119109/,movie,5.2,98,1997,"Comedy, Romance",14915,1997-05-09,Ivan Reitman,7,2019-10-16
757,tt0104928,2018-03-01,2018-03-01,,Mr. Saturday Night,https://www.imdb.com/title/tt0104928/,movie,5.9,119,1992,"Comedy, Drama",4531,1992-09-12,Billy Crystal,7,2019-07-28
758,tt0091875,2018-03-01,2018-03-01,,Running Scared,https://www.imdb.com/title/tt0091875/,movie,6.5,107,1986,"Action, Comedy, Crime, Thriller",11782,1986-06-27,Peter Hyams,5,2019-12-14
759,tt0088258,2018-03-01,2018-03-01,,This Is Spinal Tap,https://www.imdb.com/title/tt0088258/,movie,7.9,82,1984,"Comedy, Music",131355,1984-03-02,Rob Reiner,5,2019-10-29
760,tt6257970,2018-03-02,2018-03-02,,The End of the F***ing World,https://www.imdb.com/title/tt6257970/,tvSeries,8.1,25,2017,"Adventure, Comedy, Crime, Drama, Romance, Thriller",154607,2017-10-24,,7,2019-11-23
761,tt3011960,2018-03-03,2018-03-03,,Hangman,https://www.imdb.com/title/tt3011960/,movie,5.2,98,2017,"Crime, Drama, Mystery, Thriller",15307,2017-11-24,Johnny Martin,8,2019-09-27
762,tt5175450,2018-03-03,2018-03-03,,Mark Felt: The Man Who Brought Down the White House,https://www.imdb.com/title/tt5175450/,movie,6.4,103,2017,"Biography, Drama, History, Thriller",12302,2017-09-08,Peter Landesman,7,2019-11-29
763,tt5027774,2018-03-05,2018-03-05,,"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/,movie,8.1,115,2017,"Comedy, Crime, Drama",452876,2017-09-04,Martin McDonagh,10,2019-11-02
764,tt0462335,2018-03-07,2018-03-07,,High-Rise,https://www.imdb.com/title/tt0462335/,movie,5.6,119,2015,"Drama, Sci-Fi",39326,2015-09-13,Ben Wheatley,5,2020-03-03
765,tt1433108,2018-03-07,2018-03-07,,Faster,https://www.imdb.com/title/tt1433108/,movie,6.4,98,2010,"Action, Crime, Drama, Thriller",102347,2010-11-24,George Tillman Jr.,8,2019-04-26
766,tt6763252,2018-03-17,2018-03-17,,Der Hauptmann,https://www.imdb.com/title/tt6763252/,movie,7.4,118,2017,"Drama, History, Thriller, War",14780,2017-09-07,Robert Schwentke,7,2019-05-03
767,tt5052448,2018-03-17,2018-03-17,,Get Out,https://www.imdb.com/title/tt5052448/,movie,7.7,104,2017,"Horror, Mystery, Thriller",512661,2017-01-23,Jordan Peele,8,2019-05-18
768,tt6471264,2018-03-17,2018-03-17,,Fack ju Göhte 3,https://www.imdb.com/title/tt6471264/,movie,5.4,120,2017,Comedy,5203,2017-10-26,Bora Dagtekin,5,2020-04-14
769,tt6576556,2018-03-17,2018-03-17,,Das schweigende Klassenzimmer,https://www.imdb.com/title/tt6576556/,movie,7.4,111,2018,"Drama, History",4400,2018-02-20,Lars Kraume,8,2019-06-19
770,tt4635276,2018-03-25,2018-03-25,,Master of None,https://www.imdb.com/title/tt4635276/,tvSeries,8.3,30,2015,"Comedy, Drama",69640,2015-11-06,,8,2016-12-25
771,tt0780571,2018-03-26,2018-03-26,,Mr. Brooks,https://www.imdb.com/title/tt0780571/,movie,7.3,120,2007,"Crime, Drama, Thriller",145257,2007-05-22,Bruce A. Evans,7,2019-12-06
772,tt5275828,2018-03-30,2018-03-30,,Lo and Behold: Reveries of the Connected World,https://www.imdb.com/title/tt5275828/,movie,7.0,98,2016,Documentary,12126,2016-01-23,Werner Herzog,7,2019-06-08
773,tt1095217,2018-03-30,2018-03-30,,The Bad Lieutenant: Port of Call - New Orleans,https://www.imdb.com/title/tt1095217/,movie,6.6,122,2009,"Crime, Drama",74883,2009-09-04,Werner Herzog,7,2019-11-03
774,tt4481322,2018-03-31,2018-03-31,,The Grinder,https://www.imdb.com/title/tt4481322/,tvSeries,7.1,21,2015,Comedy,7107,2015-09-29,,7,2019-11-16
775,tt6078822,2018-04-03,2018-04-03,,The Escape,https://www.imdb.com/title/tt6078822/,short,6.9,11,2016,"Short, Action, Drama",1380,2016-10-23,Neill Blomkamp,8,2020-05-25
776,tt6781982,2018-04-04,2018-04-04,,Night School,https://www.imdb.com/title/tt6781982/,movie,5.6,111,2018,Comedy,37320,2018-09-19,Malcolm D. Lee,7,2020-03-29
777,tt2962876,2018-04-06,2018-04-06,,The Road Within,https://www.imdb.com/title/tt2962876/,movie,7.1,100,2014,"Adventure, Comedy, Drama",14493,2014-06-18,Gren Wells,7,2019-10-26
778,tt7158430,2018-04-13,2018-04-13,,Hearts Beat Loud,https://www.imdb.com/title/tt7158430/,movie,6.9,97,2018,"Comedy, Drama, Music",10209,2018-01-26,Brett Haley,7,2020-03-02
779,tt7231560,2018-04-13,2018-04-13,,Spielmacher,https://www.imdb.com/title/tt7231560/,movie,5.8,99,2018,"Crime, Drama, Sport",635,2018-04-12,Timon Modersohn,7,2019-11-20
780,tt5113044,2018-04-15,2018-04-15,,Minions: The Rise of Gru,https://www.imdb.com/title/tt5113044/,movie,,,2022,"Animation, Adventure, Comedy, Family",,2022-06-22,"Brad Ableson, Kyle Balda, Jonathan del Val",,
781,tt7221388,2018-05-03,2018-05-03,,Cobra Kai,https://www.imdb.com/title/tt7221388/,tvSeries,8.6,30,2018,"Action, Comedy, Drama, Sport",119807,2018-04-30,,9,2020-06-22
782,tt1315981,2018-05-09,2018-05-09,,A Single Man,https://www.imdb.com/title/tt1315981/,movie,7.6,99,2009,"Drama, Romance",107673,2009-09-11,Tom Ford,8,2019-07-25
783,tt2585798,2018-05-18,2018-05-18,,Global Player - Wo wir sind isch vorne,https://www.imdb.com/title/tt2585798/,movie,6.6,100,2013,"Comedy, Drama",210,2013-10-03,Hannes Stöhr,7,2020-06-14
784,tt6857166,2018-05-21,2018-05-21,,Book Club,https://www.imdb.com/title/tt6857166/,movie,6.1,104,2018,"Comedy, Drama, Romance",26098,2018-05-17,Bill Holderman,6,2019-08-03
785,tt5721088,2018-06-01,2018-06-01,,Just Getting Started,https://www.imdb.com/title/tt5721088/,movie,4.5,91,2017,"Comedy, Crime",6597,2017-12-01,Ron Shelton,5,2019-12-07
786,tt7331414,2018-06-01,2018-06-01,,Safari: Match Me If You Can,https://www.imdb.com/title/tt7331414/,movie,4.4,109,2018,Comedy,144,2018-08-30,Rudi Gaul,4,2019-06-08
787,tt5541132,2018-06-01,2018-06-01,,Grießnockerlaffäre,https://www.imdb.com/title/tt5541132/,movie,7.2,98,2017,"Comedy, Crime, Drama",1279,2017-08-03,Ed Herzog,6,2020-06-13
788,tt2854926,2018-06-18,2018-06-18,,Tag,https://www.imdb.com/title/tt2854926/,movie,6.5,100,2018,"Action, Comedy",120453,2018-06-14,Jeff Tomsic,7,2019-10-23
789,tt0094012,2018-06-18,2018-06-18,,Spaceballs,https://www.imdb.com/title/tt0094012/,movie,7.1,96,1987,"Adventure, Comedy, Sci-Fi",175424,1987-06-24,Mel Brooks,6,2019-11-25
790,tt1483013,2018-07-23,2018-07-23,,Oblivion,https://www.imdb.com/title/tt1483013/,movie,7.0,124,2013,"Action, Adventure, Sci-Fi",493729,2013-03-26,Joseph Kosinski,8,2019-12-14
791,tt1123441,2018-07-23,2018-07-23,,Luna Park,https://www.imdb.com/title/tt1123441/,movie,,,,"Action, Adventure, Sci-Fi, Thriller",,,Doug Liman,,
792,tt4912910,2018-08-01,2018-08-01,,Mission: Impossible - Fallout,https://www.imdb.com/title/tt4912910/,movie,7.7,147,2018,"Action, Adventure, Thriller",301085,2018-07-12,Christopher McQuarrie,8,2019-06-21
793,tt0343135,2018-08-27,2018-08-27,,Along Came Polly,https://www.imdb.com/title/tt0343135/,movie,6.0,90,2004,"Comedy, Romance",128455,2004-01-12,John Hamburg,8,2018-12-30
794,tt7975244,2018-08-27,2018-08-27,,Jumanji: The Next Level,https://www.imdb.com/title/tt7975244/,movie,6.6,123,2019,"Action, Adventure, Comedy, Fantasy",201062,2019-12-04,Jake Kasdan,7,2020-05-24
795,tt7983888,2018-08-27,2018-08-27,,My Own Worst Enemy,https://www.imdb.com/title/tt7983888/,movie,,,,Comedy,,,Tim Story,,
796,tt1578276,2018-08-27,2018-08-27,,Uptown Saturday Night,https://www.imdb.com/title/tt1578276/,movie,,,,Comedy,,,Rick Famuyiwa,,
797,tt6828764,2018-08-27,2018-08-27,,The Great Outdoors,https://www.imdb.com/title/tt6828764/,movie,,,,Comedy,,,,,
798,tt6155172,2018-08-31,2018-08-31,,Roma,https://www.imdb.com/title/tt6155172/,movie,7.7,135,2018,Drama,145115,2018-08-30,Alfonso Cuarón,6,2019-12-14
799,tt7349662,2018-09-02,2018-09-02,,BlacKkKlansman,https://www.imdb.com/title/tt7349662/,movie,7.5,135,2018,"Biography, Comedy, Crime, Drama",233896,2018-05-14,Spike Lee,7,2019-09-24
800,tt2837574,2018-09-26,2018-09-26,,The Old Man & the Gun,https://www.imdb.com/title/tt2837574/,movie,6.7,93,2018,"Biography, Comedy, Crime, Drama, Romance",41711,2018-08-31,David Lowery,7,2019-10-26
801,tt7131622,2018-09-26,2018-09-26,,Once Upon a Time... in Hollywood,https://www.imdb.com/title/tt7131622/,movie,7.6,161,2019,"Comedy, Drama",590519,2019-05-21,Quentin Tarantino,7,2020-05-17
802,tt7668870,2018-09-26,2018-09-26,,Searching,https://www.imdb.com/title/tt7668870/,movie,7.6,102,2018,"Drama, Mystery, Thriller",146874,2018-01-21,Aneesh Chaganty,9,2020-06-16
803,tt4971344,2018-09-26,2018-09-26,,Les frères Sisters,https://www.imdb.com/title/tt4971344/,movie,7.0,122,2018,"Crime, Drama, Western",57852,2018-09-02,Jacques Audiard,3,2020-06-07
804,tt1856101,2018-09-26,2018-09-26,,Blade Runner 2049,https://www.imdb.com/title/tt1856101/,movie,8.0,164,2017,"Action, Drama, Mystery, Sci-Fi, Thriller",482137,2017-10-03,Denis Villeneuve,7,2019-09-01
805,tt7275822,2018-09-28,2018-09-28,,Klassentreffen 1.0,https://www.imdb.com/title/tt7275822/,movie,3.6,127,2018,"Comedy, Drama",1446,2018-09-11,Til Schweiger,8,2020-06-20
806,tt8500060,2018-09-28,2018-09-28,,Sauerkrautkoma,https://www.imdb.com/title/tt8500060/,movie,6.9,96,2018,"Comedy, Crime",1215,2018-08-09,Ed Herzog,7,2020-06-17
807,tt0120586,2018-09-28,2018-09-28,,American History X,https://www.imdb.com/title/tt0120586/,movie,8.5,119,1998,Drama,1052414,1998-07-01,Tony Kaye,9,2019-09-06
